datetime,queue,queue_utilization,queue_fullness,queue_efficiency
2022-05-18 00:00:00.000000,AGLT2,1.7101,9.25,0.7416
2022-05-18 09:00:00.000000,AGLT2,4.0644,2.0489,0.9837
2022-05-18 03:00:00.000000,AGLT2,3.4581,1.9193,0.7269
2022-05-18 06:00:00.000000,AGLT2,5.5631,1.3433,0.904
2022-05-18 07:00:00.000000,AGLT2,1.9393,1.3061,0.9776
2022-05-18 02:00:00.000000,AGLT2,1.9098,1.5124,0.8098
2022-05-18 08:00:00.000000,AGLT2,6.9036,1.9302,0.9656
2022-05-18 04:00:00.000000,AGLT2,0.7024,3.9604,0.1625
2022-05-18 11:00:00.000000,AGLT2,1.4171,1.316,0.9634
2022-05-18 12:00:00.000000,AGLT2,3.2816,2.3643,0.9875
2022-05-18 10:00:00.000000,AGLT2,1.0073,1.314,0.9822
2022-05-18 13:00:00.000000,AGLT2,1.9424,3.4505,0.9196
2022-05-18 05:00:00.000000,AGLT2,1.0068,2.2273,0.3562
2022-05-18 16:00:00.000000,AGLT2,2.5007,4.5985,0.943
2022-05-19 06:00:00.000000,AGLT2,1.2473,1.7552,0.9658
2022-05-18 17:00:00.000000,AGLT2,9.6407,5.4525,0.8956
2022-05-18 18:00:00.000000,AGLT2,6.988,3.437,0.9096
2022-05-18 14:00:00.000000,AGLT2,4.9902,2.7767,0.9625
2022-05-18 19:00:00.000000,AGLT2,2.1049,1.034,0.9531
2022-05-18 15:00:00.000000,AGLT2,2.3887,1.4186,0.7905
2022-05-18 20:00:00.000000,AGLT2,4.0356,1.8428,0.9866
2022-05-18 22:00:00.000000,AGLT2,3.7228,4.095,0.5248
2022-05-18 21:00:00.000000,AGLT2,5.1115,8.011,0.9065
2022-05-18 23:00:00.000000,AGLT2,1.395,1.0284,0.9803
2022-05-19 00:00:00.000000,AGLT2,1.3675,1.0144,0.8465
2022-05-19 05:00:00.000000,AGLT2,1.4263,1.3621,0.9296
2022-05-19 01:00:00.000000,AGLT2,5.3727,2.7725,0.9848
2022-05-19 08:00:00.000000,AGLT2,0.5034,1.8686,0.9105
2022-05-19 02:00:00.000000,AGLT2,1.4322,2.0267,0.2729
2022-05-19 04:00:00.000000,AGLT2,3.009,2.9132,0.991
2022-05-19 03:00:00.000000,AGLT2,1.6246,1.2019,0.9686
2022-05-19 09:00:00.000000,AGLT2,1.4946,5.4394,0.9861
2022-05-19 07:00:00.000000,AGLT2,3.6345,3.0361,0.9669
2022-05-19 10:00:00.000000,AGLT2,0.3667,1.8405,0.9961
2022-05-19 16:00:00.000000,AGLT2,1.0887,1.2153,0.963
2022-05-19 13:00:00.000000,AGLT2,3.6465,1.1727,0.8516
2022-05-19 14:00:00.000000,AGLT2,2.4181,1.1939,0.9667
2022-05-19 11:00:00.000000,AGLT2,1.0954,6.7037,0.7649
2022-05-19 12:00:00.000000,AGLT2,3.4959,2.1207,0.9619
2022-05-20 04:00:00.000000,AGLT2,0.0326,1.0968,0.9012
2022-05-19 15:00:00.000000,AGLT2,2.4446,1.4408,0.9769
2022-05-19 17:00:00.000000,AGLT2,0.4861,1.1354,0.9977
2022-05-19 19:00:00.000000,AGLT2,1.3754,1.5537,0.9618
2022-05-19 18:00:00.000000,AGLT2,1.7912,2.3097,0.967
2022-05-19 23:00:00.000000,AGLT2,2.6465,1.7087,0.9731
2022-05-19 21:00:00.000000,AGLT2,3.5297,2.2325,0.9865
2022-05-20 00:00:00.000000,AGLT2,3.6968,2.5933,0.7846
2022-05-20 02:00:00.000000,AGLT2,0.3643,1.0438,0.7474
2022-05-19 20:00:00.000000,AGLT2,1.6967,1.7826,0.8053
2022-05-20 01:00:00.000000,AGLT2,1.1491,1.5692,0.8317
2022-05-20 03:00:00.000000,AGLT2,2.0255,4.1034,0.7745
2022-05-19 22:00:00.000000,AGLT2,1.1083,2.1714,0.9792
2022-05-20 10:00:00.000000,AGLT2,0.9077,1.4893,0.8112
2022-05-20 09:00:00.000000,AGLT2,2.2068,1.9267,0.9725
2022-05-20 06:00:00.000000,AGLT2,1.7647,2.6147,0.7585
2022-05-20 07:00:00.000000,AGLT2,1.6564,2.2821,0.9738
2022-05-20 08:00:00.000000,AGLT2,2.0625,1.1365,0.8951
2022-05-20 05:00:00.000000,AGLT2,2.1623,16.4892,0.784
2022-05-21 10:00:00.000000,AGLT2,0.5464,3.3125,0.9794
2022-05-20 11:00:00.000000,AGLT2,1.6595,3.5725,0.9748
2022-05-20 12:00:00.000000,AGLT2,4.8127,8.4701,0.7706
2022-05-20 17:00:00.000000,AGLT2,1.2567,1.313,0.8961
2022-05-20 13:00:00.000000,AGLT2,2.3555,1.0247,0.9668
2022-05-20 14:00:00.000000,AGLT2,2.623,1.646,0.9171
2022-05-20 19:00:00.000000,AGLT2,2.0095,8.6012,0.9575
2022-05-20 15:00:00.000000,AGLT2,1.513,1.4444,0.6539
2022-05-20 18:00:00.000000,AGLT2,0.9689,1.6124,0.9681
2022-05-20 21:00:00.000000,AGLT2,0.2287,2.878,0.9767
2022-05-20 20:00:00.000000,AGLT2,0.3516,2.0984,0.9405
2022-05-20 22:00:00.000000,AGLT2,1.3011,1.0601,0.98
2022-05-20 16:00:00.000000,AGLT2,1.2026,1.0302,0.9501
2022-05-20 23:00:00.000000,AGLT2,0.8952,1.0321,0.9688
2022-05-21 02:00:00.000000,AGLT2,9.892,7.2907,0.9108
2022-05-21 01:00:00.000000,AGLT2,0.1613,1.169,0.0702
2022-05-21 03:00:00.000000,AGLT2,2.4662,1.0155,0.8872
2022-05-21 00:00:00.000000,AGLT2,1.0215,1.0064,0.7503
2022-05-21 05:00:00.000000,AGLT2,0.2395,2.3529,0.976
2022-05-21 06:00:00.000000,AGLT2,0.0708,2.2727,0.983
2022-05-21 07:00:00.000000,AGLT2,0.0606,3.3077,0.9958
2022-05-21 04:00:00.000000,AGLT2,0.12,6.8125,0.9868
2022-05-21 08:00:00.000000,AGLT2,1.2937,3.5298,0.3859
2022-05-21 14:00:00.000000,AGLT2,0.0127,11,0.8988
2022-05-21 09:00:00.000000,AGLT2,4.9835,2.8852,0.9669
2022-05-21 15:00:00.000000,AGLT2,0.0156,2.9,0.2626
2022-05-21 11:00:00.000000,AGLT2,1.6126,8.5238,0.8739
2022-05-21 16:00:00.000000,AGLT2,0.3419,12.1667,0.9977
2022-05-21 12:00:00.000000,AGLT2,0.2439,2.5,0.939
2022-05-21 19:00:00.000000,AGLT2,3.1794,1.7126,0.9552
2022-05-22 01:00:00.000000,AGLT2,0.0819,0,0.0575
2022-05-21 17:00:00.000000,AGLT2,2.5352,1.1356,0.9205
2022-05-21 18:00:00.000000,AGLT2,3.3981,1.0346,0.7251
2022-05-21 13:00:00.000000,AGLT2,0.0738,1.6667,0.9336
2022-05-21 23:00:00.000000,AGLT2,31.8571,0,0.8571
2022-05-22 00:00:00.000000,AGLT2,0.3946,0,0.2504
2022-05-21 21:00:00.000000,AGLT2,0.2289,3.3778,0.4548
2022-05-22 02:00:00.000000,AGLT2,4.5,0,0
2022-05-21 22:00:00.000000,AGLT2,3.4043,1.6452,0.9734
2022-05-21 20:00:00.000000,AGLT2,0.7594,1.63,0.9556
2022-05-22 03:00:00.000000,AGLT2,0.12,0,0.96
2022-05-22 07:00:00.000000,AGLT2,0.1667,0,0
2022-05-22 04:00:00.000000,AGLT2,0,0,0
2022-06-10 15:00:00.000000,AGLT2,0.6744,1.1918,0.876
2022-05-22 09:00:00.000000,AGLT2,0,0,0
2022-05-22 06:00:00.000000,AGLT2,0.6667,0,0
2022-05-22 08:00:00.000000,AGLT2,0.0333,0,0
2022-05-22 10:00:00.000000,AGLT2,0,0,0
2022-05-22 05:00:00.000000,AGLT2,0.3333,0,0
2022-05-22 18:00:00.000000,AGLT2,2.129,1.0154,1
2022-05-22 11:00:00.000000,AGLT2,0.533,0,0
2022-05-22 12:00:00.000000,AGLT2,0.0042,0,0
2022-05-22 15:00:00.000000,AGLT2,2.3824,1.2462,0.5294
2022-05-22 20:00:00.000000,AGLT2,2.587,1.0085,0.9783
2022-05-22 16:00:00.000000,AGLT2,0.8036,1.2162,0.7321
2022-05-22 13:00:00.000000,AGLT2,0,0,0
2022-05-22 21:00:00.000000,AGLT2,60.2222,4.1533,1
2022-05-22 19:00:00.000000,AGLT2,32.6563,1.1421,0.9688
2022-05-22 17:00:00.000000,AGLT2,3.3333,2.4,1
2022-05-23 04:00:00.000000,AGLT2,2.254,1.1833,0.7302
2022-05-22 23:00:00.000000,AGLT2,6.7083,1.5941,0.9583
2022-05-23 00:00:00.000000,AGLT2,1.625,5.4167,1
2022-05-23 09:00:00.000000,AGLT2,0.0559,1.5758,0.9957
2022-05-23 01:00:00.000000,AGLT2,9.4737,1,0.9474
2022-05-22 22:00:00.000000,AGLT2,7.75,1.0248,0.9375
2022-05-23 06:00:00.000000,AGLT2,0.654,1.2109,0.5612
2022-05-23 05:00:00.000000,AGLT2,4.6296,1.1682,0.7407
2022-05-23 02:00:00.000000,AGLT2,4.72,1.2421,1
2022-05-25 10:00:00.000000,AGLT2,3.2542,26.9391,0.9716
2022-05-23 03:00:00.000000,AGLT2,1.7559,1.232,0.4724
2022-05-23 15:00:00.000000,AGLT2,3.424,1.7242,0.9293
2022-05-23 13:00:00.000000,AGLT2,6.3158,1.3857,0.9053
2022-05-23 12:00:00.000000,AGLT2,5.4158,1.4282,1
2022-05-23 10:00:00.000000,AGLT2,25.3136,10.3,0.9915
2022-05-23 14:00:00.000000,AGLT2,1.6292,1.7204,0.2839
2022-05-23 07:00:00.000000,AGLT2,0.1724,0.9722,0.1034
2022-05-23 08:00:00.000000,AGLT2,0.0993,1.25,0.1325
2022-05-23 11:00:00.000000,AGLT2,2.2286,2.3284,0.9964
2022-05-23 23:00:00.000000,AGLT2,0.2229,1.0346,0.1203
2022-05-23 19:00:00.000000,AGLT2,0.4513,1.3347,0.9971
2022-05-23 20:00:00.000000,AGLT2,0.8225,1.008,0.9372
2022-05-23 16:00:00.000000,AGLT2,3.5726,2.7409,0.9208
2022-05-23 17:00:00.000000,AGLT2,1.5055,1.3184,0.9534
2022-05-23 18:00:00.000000,AGLT2,1.0053,1.3829,0.9911
2022-05-24 00:00:00.000000,AGLT2,0.6104,1.191,0.6353
2022-05-24 01:00:00.000000,AGLT2,4.1442,11.8624,0.5449
2022-05-23 21:00:00.000000,AGLT2,1.1238,2.2039,0.995
2022-05-24 07:00:00.000000,AGLT2,4.2716,1.3451,0.9808
2022-05-24 05:00:00.000000,AGLT2,6.4498,2.2045,0.9476
2022-05-24 04:00:00.000000,AGLT2,7.8844,2.427,0.9538
2022-05-24 10:00:00.000000,AGLT2,1.217,2.159,0.9222
2022-05-24 03:00:00.000000,AGLT2,4.1209,2.3103,0.8465
2022-05-24 02:00:00.000000,AGLT2,20.4286,5.5485,0.5649
2022-05-24 09:00:00.000000,AGLT2,1.7214,1.4151,0.4129
2022-05-24 06:00:00.000000,AGLT2,4.2675,2.1081,0.9635
2022-05-24 16:00:00.000000,AGLT2,2.8785,4.859,0.9848
2022-05-24 08:00:00.000000,AGLT2,2.3488,1.6923,0.6904
2022-05-24 13:00:00.000000,AGLT2,6.4873,2.5754,0.7025
2022-05-24 14:00:00.000000,AGLT2,2.642,3.4516,0.9537
2022-05-24 19:00:00.000000,AGLT2,2.9866,2.4274,0.969
2022-05-24 11:00:00.000000,AGLT2,4.3047,3,0.9201
2022-05-24 17:00:00.000000,AGLT2,1.3923,2.6322,0.8448
2022-05-24 12:00:00.000000,AGLT2,4.463,1.8012,0.8778
2022-05-24 15:00:00.000000,AGLT2,3.328,2.0697,0.8587
2022-05-24 18:00:00.000000,AGLT2,6.2171,7.1485,0.843
2022-05-24 20:00:00.000000,AGLT2,3.1602,2.1511,0.9836
2022-05-24 22:00:00.000000,AGLT2,5.6805,2.6192,0.9403
2022-05-24 21:00:00.000000,AGLT2,1.3056,1.2629,0.9909
2022-05-25 04:00:00.000000,AGLT2,1.6783,3.5995,0.8819
2022-05-24 23:00:00.000000,AGLT2,4.7654,1.6485,0.8679
2022-05-25 03:00:00.000000,AGLT2,2.9034,4.3984,0.6691
2022-05-25 00:00:00.000000,AGLT2,2.7888,1.78,0.9612
2022-05-25 01:00:00.000000,AGLT2,3.5903,2.6188,0.9677
2022-05-25 11:00:00.000000,AGLT2,1.3423,1.8775,0.986
2022-05-25 05:00:00.000000,AGLT2,1.8508,3.8085,0.9468
2022-05-25 07:00:00.000000,AGLT2,1.6519,2.4414,0.4016
2022-05-25 08:00:00.000000,AGLT2,1.2973,1.0175,0.9348
2022-05-25 06:00:00.000000,AGLT2,2.3725,3.0536,0.9265
2022-05-25 02:00:00.000000,AGLT2,2.5904,3.072,0.8206
2022-05-25 12:00:00.000000,AGLT2,3.0608,1.446,0.9708
2022-05-25 09:00:00.000000,AGLT2,0.9725,1.8989,0.957
2022-05-25 13:00:00.000000,AGLT2,1.5223,1.2266,0.9777
2022-05-25 14:00:00.000000,AGLT2,1.1962,2.2825,0.9859
2022-05-25 15:00:00.000000,AGLT2,1.7455,4.1377,0.9474
2022-05-25 20:00:00.000000,AGLT2,6.2644,72.6667,0.977
2022-05-25 17:00:00.000000,AGLT2,0.2731,4,0.9626
2022-05-25 21:00:00.000000,AGLT2,0.589,9.9286,0.9788
2022-05-25 18:00:00.000000,AGLT2,0.4775,5.4828,0.9129
2022-05-25 23:00:00.000000,AGLT2,1.9867,6.0473,0.131
2022-05-25 19:00:00.000000,AGLT2,5.6328,110.7778,0.6215
2022-05-25 16:00:00.000000,AGLT2,0.6992,33.1818,0.9502
2022-05-25 22:00:00.000000,AGLT2,6.2023,12.0562,0.9769
2022-05-26 06:00:00.000000,AGLT2,2.7071,1.4956,0.9683
2022-05-26 00:00:00.000000,AGLT2,1.3367,3.8551,0.5503
2022-05-26 01:00:00.000000,AGLT2,3.098,2.6492,0.8306
2022-05-26 02:00:00.000000,AGLT2,6.3766,3.4888,0.8561
2022-05-26 05:00:00.000000,AGLT2,0.6684,1.6036,0.9851
2022-05-26 03:00:00.000000,AGLT2,1.179,2.2535,0.2954
2022-05-26 04:00:00.000000,AGLT2,1.8349,1.025,0.6374
2022-05-26 09:00:00.000000,AGLT2,0.8816,1.5338,1
2022-05-26 12:00:00.000000,AGLT2,2.2835,1.1909,0.9794
2022-05-26 08:00:00.000000,AGLT2,3.371,1.4718,0.9839
2022-05-26 07:00:00.000000,AGLT2,0.8863,1.8293,0.9651
2022-05-26 11:00:00.000000,AGLT2,2.0977,4.5738,0.9699
2022-05-26 15:00:00.000000,AGLT2,2.7636,3.9898,0.6147
2022-05-26 13:00:00.000000,AGLT2,1.0588,1.3595,0.9976
2022-05-26 10:00:00.000000,AGLT2,1.2614,1.2542,0.9205
2022-05-26 16:00:00.000000,AGLT2,0.521,1.4788,0.9814
2022-05-26 18:00:00.000000,AGLT2,0.8021,1,0.9516
2022-05-26 14:00:00.000000,AGLT2,1.4953,4.3636,0.9875
2022-05-26 20:00:00.000000,AGLT2,0.7552,0.9884,1
2022-05-26 17:00:00.000000,AGLT2,3.4046,1.8406,0.9364
2022-05-26 21:00:00.000000,AGLT2,0.281,1,0.994
2022-05-26 19:00:00.000000,AGLT2,2.7057,2.1736,0.9245
2022-05-27 01:00:00.000000,AGLT2,4.5125,1.1608,0.6875
2022-05-26 22:00:00.000000,AGLT2,0.6288,2.168,0.6682
2022-05-27 00:00:00.000000,AGLT2,3.4804,4.1765,0.9608
2022-05-27 06:00:00.000000,AGLT2,0.8779,1.4465,0.8244
2022-05-27 03:00:00.000000,AGLT2,1.0702,1.0517,1
2022-05-26 23:00:00.000000,AGLT2,0.1596,1.1538,0.8723
2022-05-27 02:00:00.000000,AGLT2,0.7296,1.0265,0.8113
2022-05-27 07:00:00.000000,AGLT2,1.54,1.4,0.84
2022-05-27 05:00:00.000000,AGLT2,0.9742,1.4112,0.7226
2022-05-27 04:00:00.000000,AGLT2,0.7212,3.75,0.9904
2022-05-27 11:00:00.000000,AGLT2,0,0,0
2022-05-27 10:00:00.000000,AGLT2,0.0245,0,0.2936
2022-05-27 12:00:00.000000,AGLT2,0.0059,0,0
2022-05-27 08:00:00.000000,AGLT2,11,0,0
2022-05-27 09:00:00.000000,AGLT2,0.3295,0,0.0036
2022-05-27 13:00:00.000000,AGLT2,0.0045,0,0
2022-05-27 16:00:00.000000,AGLT2,5.0645,2.0933,0.4516
2022-05-27 20:00:00.000000,AGLT2,31.4375,1.0923,0.7188
2022-05-27 15:00:00.000000,AGLT2,0.2,1.1818,0.9385
2022-05-27 17:00:00.000000,AGLT2,5.8485,6.4333,0.0303
2022-05-27 21:00:00.000000,AGLT2,19.8529,1.0861,0.7941
2022-05-27 18:00:00.000000,AGLT2,32.4615,422,0.0385
2022-05-28 01:00:00.000000,AGLT2,1.1841,2.3983,0.9791
2022-05-27 22:00:00.000000,AGLT2,1.1429,1.0226,1
2022-05-29 22:00:00.000000,AGLT2,1.1425,1.0833,0.4561
2022-05-27 23:00:00.000000,AGLT2,1.0795,1.4022,0.9545
2022-05-28 03:00:00.000000,AGLT2,1.5234,1.3929,0.9972
2022-05-28 00:00:00.000000,AGLT2,0.9833,1.3409,0.925
2022-05-28 02:00:00.000000,AGLT2,0.4875,1.1471,0.9125
2022-05-27 19:00:00.000000,AGLT2,40.0606,8.7261,0.303
2022-05-28 04:00:00.000000,AGLT2,1.1353,1.1406,0.9839
2022-05-28 07:00:00.000000,AGLT2,5.1124,2.1986,0.8193
2022-05-28 06:00:00.000000,AGLT2,0.8748,1.3056,0.9304
2022-05-28 05:00:00.000000,AGLT2,0.8564,1.6146,0.9171
2022-05-28 12:00:00.000000,AGLT2,0.3519,1.2955,0.9938
2022-05-28 22:00:00.000000,AGLT2,1.7843,1.0201,0.9936
2022-05-28 11:00:00.000000,AGLT2,1.1888,1.828,0.986
2022-05-28 08:00:00.000000,AGLT2,2.8796,1,0.963
2022-05-28 09:00:00.000000,AGLT2,1.2584,1.8652,1
2022-05-28 13:00:00.000000,AGLT2,1.4653,1.4949,1
2022-05-28 10:00:00.000000,AGLT2,0.5868,1.0758,1
2022-05-28 16:00:00.000000,AGLT2,6.6982,1.9317,0.7988
2022-05-28 14:00:00.000000,AGLT2,0.561,1.0952,1
2022-05-28 20:00:00.000000,AGLT2,0.1882,1.0759,0.9988
2022-05-28 15:00:00.000000,AGLT2,6.775,8.4031,1
2022-05-28 17:00:00.000000,AGLT2,3.727,1.8448,0.7189
2022-05-28 18:00:00.000000,AGLT2,1.099,0.9976,0.9809
2022-05-28 21:00:00.000000,AGLT2,0.4134,1.622,0.9939
2022-05-28 19:00:00.000000,AGLT2,0.3447,1.2473,0.9993
2022-05-29 04:00:00.000000,AGLT2,0.6328,1.0057,0.9982
2022-05-29 02:00:00.000000,AGLT2,0.5856,1.7569,0.9977
2022-05-28 23:00:00.000000,AGLT2,0.2819,2.7614,1
2022-05-29 01:00:00.000000,AGLT2,1.0821,1.1223,1
2022-05-29 00:00:00.000000,AGLT2,2.2881,2.7692,0.9958
2022-05-29 06:00:00.000000,AGLT2,0.9096,1.1537,1
2022-05-29 08:00:00.000000,AGLT2,6.0455,1.7616,0.9773
2022-05-29 03:00:00.000000,AGLT2,1.2604,1.7449,0.9975
2022-05-29 05:00:00.000000,AGLT2,4.656,2.1087,0.984
2022-05-29 14:00:00.000000,AGLT2,3.5797,1.4746,0.9493
2022-05-29 07:00:00.000000,AGLT2,2.314,1.3592,1
2022-05-29 10:00:00.000000,AGLT2,11.0645,1.132,0.9677
2022-05-29 12:00:00.000000,AGLT2,0.5705,1.0659,0.9872
2022-05-29 13:00:00.000000,AGLT2,1.1953,1.2949,0.6923
2022-05-29 09:00:00.000000,AGLT2,2.9185,1.1289,0.9852
2022-05-29 11:00:00.000000,AGLT2,1.274,1.0449,0.6027
2022-05-29 15:00:00.000000,AGLT2,1.4483,1.6122,0.9817
2022-05-29 20:00:00.000000,AGLT2,1.5111,1.2717,0.7325
2022-05-29 21:00:00.000000,AGLT2,1.5133,1.329,0.416
2022-05-29 16:00:00.000000,AGLT2,2.1799,1.1015,0.9707
2022-05-29 19:00:00.000000,AGLT2,2.6431,2.0246,0.7878
2022-05-29 17:00:00.000000,AGLT2,1.263,1.6141,0.9286
2022-05-29 23:00:00.000000,AGLT2,0.8924,1.567,0.6321
2022-05-30 00:00:00.000000,AGLT2,0.3653,1.1224,0.9725
2022-05-29 18:00:00.000000,AGLT2,0.9293,1.1572,0.638
2022-05-30 01:00:00.000000,AGLT2,0.5,0.9713,0.9515
2022-05-30 02:00:00.000000,AGLT2,0.5167,1.24,0.9467
2022-05-30 11:00:00.000000,AGLT2,6.75,1.9791,0.9643
2022-05-30 22:00:00.000000,AGLT2,2.224,5.6148,0.5357
2022-05-30 04:00:00.000000,AGLT2,0.2643,1.7647,0.9648
2022-05-30 15:00:00.000000,AGLT2,2.1345,1.2341,0.75
2022-05-30 06:00:00.000000,AGLT2,0.7609,1.1667,0.7391
2022-05-30 05:00:00.000000,AGLT2,0.3143,1.3333,0.8571
2022-05-30 07:00:00.000000,AGLT2,1.7143,1.2973,0.75
2022-05-30 09:00:00.000000,AGLT2,10.1739,1.8871,0.9565
2022-05-30 03:00:00.000000,AGLT2,0.2946,1.0556,0.3798
2022-05-30 08:00:00.000000,AGLT2,2.6522,1.3556,0.9348
2022-05-30 12:00:00.000000,AGLT2,2.587,2.5319,0.2355
2022-05-30 14:00:00.000000,AGLT2,9.2308,1.5661,0.8077
2022-05-30 17:00:00.000000,AGLT2,4.4373,2.2763,0.9861
2022-05-30 16:00:00.000000,AGLT2,1.6365,1.995,0.9046
2022-05-30 10:00:00.000000,AGLT2,14.88,1.5696,0.84
2022-05-30 13:00:00.000000,AGLT2,2.057,1.4322,0.4966
2022-05-30 18:00:00.000000,AGLT2,2.5879,1.5882,0.9869
2022-05-30 20:00:00.000000,AGLT2,2.0208,2.5869,0.9875
2022-05-30 23:00:00.000000,AGLT2,2.08,3.164,0.9061
2022-05-30 19:00:00.000000,AGLT2,3.0488,1.8721,0.5116
2022-05-31 01:00:00.000000,AGLT2,4.3737,1.1068,0.8408
2022-05-30 21:00:00.000000,AGLT2,3.9329,61.55,0.6358
2022-05-31 00:00:00.000000,AGLT2,2.6584,1.3745,0.7654
2022-05-31 02:00:00.000000,AGLT2,2.4639,1.159,0.9254
2022-05-31 03:00:00.000000,AGLT2,0.7261,5.7586,0.9261
2022-05-31 04:00:00.000000,AGLT2,2.6732,34.0833,0.9281
2022-05-31 08:00:00.000000,AGLT2,3.5913,1.1227,0.6948
2022-05-31 06:00:00.000000,AGLT2,3.3263,42.1333,0.5842
2022-05-31 19:00:00.000000,AGLT2,0.4617,1.2707,0.9781
2022-05-31 07:00:00.000000,AGLT2,3.5664,1.6687,0.885
2022-05-31 12:00:00.000000,AGLT2,0.1709,3.8353,0.9906
2022-05-31 09:00:00.000000,AGLT2,1.5389,3.0604,0.7002
2022-05-31 05:00:00.000000,AGLT2,0.9366,38.75,0.9728
2022-05-31 22:00:00.000000,AGLT2,0.2815,1.0062,0.5509
2022-05-31 11:00:00.000000,AGLT2,0.2205,1.0853,0.9874
2022-05-31 10:00:00.000000,AGLT2,0.7513,1.742,0.8025
2022-05-31 13:00:00.000000,AGLT2,3.0606,2.4163,0.903
2022-05-31 14:00:00.000000,AGLT2,2.6446,1.6382,0.9735
2022-05-31 15:00:00.000000,AGLT2,0.7257,1.0172,0.8266
2022-05-31 16:00:00.000000,AGLT2,0.0857,12.8333,0.9544
2022-06-02 10:00:00.000000,AGLT2,3.6728,5.8081,0.2132
2022-05-31 17:00:00.000000,AGLT2,6.1739,1.0552,0.8385
2022-06-01 00:00:00.000000,AGLT2,3.0763,1.3152,0.3475
2022-05-31 23:00:00.000000,AGLT2,0.7555,1.725,0.7664
2022-05-31 18:00:00.000000,AGLT2,0.4061,2.1983,0.9554
2022-05-31 20:00:00.000000,AGLT2,0.3309,1.1582,0.9982
2022-06-01 05:00:00.000000,AGLT2,2.4717,1.5595,0.9811
2022-05-31 21:00:00.000000,AGLT2,0.9701,1.4727,0.9102
2022-06-01 01:00:00.000000,AGLT2,2.6328,1.6935,0.6172
2022-06-01 02:00:00.000000,AGLT2,0.7703,1.1032,0.955
2022-06-01 12:00:00.000000,AGLT2,9.3425,68.2,0.8356
2022-06-01 03:00:00.000000,AGLT2,2.2181,9.4773,0.9947
2022-06-01 07:00:00.000000,AGLT2,3.7091,1.0765,0.8455
2022-06-01 04:00:00.000000,AGLT2,5.9351,1.1312,1
